ortho,phon,lemme,cgram,nombre,freqlemfilms2,islem,syll,cv-cv,logfreq
complicité,k§plisite,complicité,NOM,s,5.61,1,k§-pli-si-te,CV-CCV-CV-CV,1.7245685446876788
filon,fil§,filon,NOM,s,5.61,1,fi-l§,CV-CV,1.7245685446876788
internet,1teRnet,internet,NOM,s,5.61,1,1-teR-net,V-CVC-CVC,1.7245685446876788
jumelle,Zymel,jumelle,NOM,s,5.61,1,Zy-mel,CV-CVC,1.7245685446876788
terminal,teRminal,terminal,NOM,s,5.61,1,teR-mi-nal,CVC-CV-CVC,1.7245685446876788
considération,k§sideRasj§,considération,NOM,s,5.6,1,k§-si-de-Ra-sj§,CV-CV-CV-CV-CYV,1.7227844547245237
caoutchouc,kautSu,caoutchouc,NOM,s,5.59,1,ka-ut-Su,CV-VC-CV,1.7209971760946565
carnage,kaRnaZ,carnage,NOM,s,5.59,1,kaR-naZ,CVC-CVC,1.7209971760946565
cire,siR,cire,NOM,s,5.59,1,siR,CVC,1.7209971760946565
terrorisme,teRoRizm,terrorisme,NOM,s,5.59,1,te-Ro-Rizm,CV-CV-CVCC,1.7209971760946565
kidnapping,kidnapiG,kidnapping,NOM,s,5.58,1,kid-na-piG,CVC-CV-CVC,1.7192066973795912
cocaïne,kokain,cocaïne,NOM,s,5.57,1,ko-ka-in,CV-CV-VC,1.7174130070993983
surf,s2Rf,surf,NOM,s,5.57,1,s2Rf,CVCC,1.7174130070993983
épingle,ep1gl,épingle,NOM,s,5.57,1,e-p1gl,V-CVCC,1.7174130070993983
insigne,1siN,insigne,NOM,s,5.56,1,1-siN,V-CVC,1.7156160937122624
paiement,pem@,paiement,NOM,s,5.56,1,pe-m@,CV-CV,1.7156160937122624
confirmation,k§fiRmasj§,confirmation,NOM,s,5.55,1,k§-fiR-ma-sj§,CV-CVC-CV-CYV,1.7138159456140385
klaxon,klaks§,klaxon,NOM,s,5.55,1,klak-s§,CCVC-CV,1.7138159456140385
perroquet,peRoke,perroquet,NOM,s,5.55,1,pe-Ro-ke,CV-CV-CV,1.7138159456140385
roulette,Rulet,roulette,NOM,s,5.55,1,Ru-let,CV-CVC,1.7138159456140385
valse,vals,valse,NOM,s,5.55,1,vals,CVCC,1.7138159456140385
devise,d°viz,devise,NOM,s,5.54,1,d°-viz,CV-CVC,1.7120125511377995
fraude,fRod,fraude,NOM,s,5.54,1,fRod,CCVC,1.7120125511377995
mutation,mytasj§,mutation,NOM,s,5.53,1,my-ta-sj§,CV-CV-CYV,1.7102058985533848
coureur,kuR2R,coureur,NOM,s,5.52,1,ku-R2R,CV-CVC,1.7083959760669412
couture,kutyR,couture,NOM,s,5.52,1,ku-tyR,CV-CVC,1.7083959760669412
fasciste,faSist,fasciste,NOM,s,5.52,1,fa-Sist,CV-CVCC,1.7083959760669412
infant,1f@,infant,NOM,s,5.52,1,1-f@,V-CV,1.7083959760669412
remerciement,R°meRsim@,remerciement,NOM,s,5.52,1,R°-meR-si-m@,CV-CVC-CV-CV,1.7083959760669412
blasphème,blasfem,blasphème,NOM,s,5.51,1,blas-fem,CCVC-CVC,1.7065827718204618
location,lokasj§,location,NOM,s,5.51,1,lo-ka-sj§,CV-CV-CYV,1.7065827718204618
conserve,k§seRv,conserve,NOM,s,5.5,1,k§-seRv,CV-CVCC,1.7047662738913198
martyr,maRtiR,martyr,NOM,s,5.5,1,maR-tiR,CVC-CVC,1.7047662738913198
metteur,met2R,metteur,NOM,s,5.5,1,me-t2R,CV-CVC,1.7047662738913198
ouvrage,uvRaZ,ouvrage,NOM,s,5.5,1,u-vRaZ,V-CCVC,1.7047662738913198
volcan,volk@,volcan,NOM,s,5.5,1,vol-k@,CVC-CV,1.7047662738913198
estime,estim,estime,NOM,s,5.49,1,es-tim,VC-CVC,1.7029464702917971
institut,1stity,institut,NOM,s,5.49,1,1s-ti-ty,VC-CV-CV,1.7029464702917971
interprétation,1teRpRetasj§,interprétation,NOM,s,5.49,1,1-teR-pRe-ta-sj§,V-CVC-CCV-CV-CYV,1.7029464702917971
seuil,s2j,seuil,NOM,s,5.49,1,s2j,CVY,1.7029464702917971
manuscrit,manyskRi,manuscrit,NOM,s,5.48,1,ma-nys-kRi,CV-CVC-CCV,1.7011233489686108
croisière,kRwazjeR,croisière,NOM,s,5.47,1,kRwa-zjeR,CCYV-CYVC,1.6992968978024334
détente,det@t,détente,NOM,s,5.47,1,de-t@t,CV-CVC,1.6992968978024334
sage,saZ,sage,NOM,s,5.47,1,saZ,CVC,1.6992968978024334
syndrome,s1dRom,syndrome,NOM,s,5.47,1,s1-dRom,CV-CCVC,1.6992968978024334
armure,aRmyR,armure,NOM,s,5.46,1,aR-myR,VC-CVC,1.6974671046074108
rivage,RivaZ,rivage,NOM,s,5.46,1,Ri-vaZ,CV-CVC,1.6974671046074108
pieu,pj2,pieu,NOM,s,5.45,1,pj2,CYV,1.695633957130672
contre,k§tR,contre,NOM,s,5.43,1,k§tR,CVCC,1.6919575499825292
idole,idol,idole,NOM,s,5.43,1,i-dol,V-CVC,1.6919575499825292
rite,Rit,rite,NOM,s,5.43,1,Rit,CVC,1.6919575499825292
ghetto,geto,ghetto,NOM,s,5.42,1,ge-to,CV-CV,1.690114265465854
nage,naZ,nage,NOM,s,5.42,1,naZ,CVC,1.690114265465854
olive,oliv,olive,NOM,s,5.42,1,o-liv,V-CVC,1.690114265465854
plâtre,platR,plâtre,NOM,s,5.42,1,platR,CCVCC,1.690114265465854
hypocrite,ipokRit,hypocrite,NOM,s,5.41,1,i-po-kRit,V-CV-CCVC,1.6882675769759128
néné,nene,néné,NOM,s,5.41,1,ne-ne,CV-CV,1.6882675769759128
trafiquant,tRafik@,trafiquant,NOM,s,5.41,1,tRa-fi-k@,CCV-CV-CV,1.6882675769759128
carrefour,kaR°fuR,carrefour,NOM,s,5.4,1,ka-R°-fuR,CV-CV-CVC,1.6864174719172815
commando,kom@do,commando,NOM,s,5.39,1,ko-m@-do,CV-CV-CV,1.684563937624499
brin,bR1,brin,NOM,s,5.38,1,bR1,CCV,1.6827069613615449
dispositif,dispozitif,dispositif,NOM,s,5.38,1,dis-po-zi-tif,CVC-CV-CV-CVC,1.6827069613615449
lesbien,lezbj1,lesbien,NOM,s,5.38,1,lez-bj1,CVC-CYV,1.6827069613615449
culte,kylt,culte,NOM,s,5.37,1,kylt,CVCC,1.6808465303213158
piaillement,pjaj°m@,piaillement,NOM,s,5.37,1,pja-j°-m@,CYV-YV-CV,1.6808465303213158
étable,etabl,étable,NOM,s,5.37,1,e-tabl,V-CVCC,1.6808465303213158
indic,1dik,indic,NOM,s,5.36,1,1-dik,V-CVC,1.6789826316250942
prophétie,pRofesi,prophétie,NOM,s,5.36,1,pRo-fe-si,CCV-CV-CV,1.6789826316250942
signor,siNoR,signor,NOM,s,5.36,1,si-NoR,CV-CVC,1.6789826316250942
envoyé,@vwaje,envoyé,NOM,s,5.35,1,@-vwa-je,V-CYV-YV,1.6771152523220145
mime,mim,mime,NOM,s,5.35,1,mim,CVC,1.6771152523220145
parfait,paRfe,parfait,NOM,s,5.35,1,paR-fe,CVC-CV,1.6771152523220145
semblable,s@blabl,semblable,NOM,s,5.35,1,s@-blabl,CV-CCVCC,1.6771152523220145
fabrique,fabRik,fabrique,NOM,s,5.34,1,fa-bRik,CV-CCVC,1.6752443793885232
merdier,meRdje,merdier,NOM,s,5.34,1,meR-dje,CVC-CYV,1.6752443793885232
tortue,toRty,tortue,NOM,s,5.34,1,toR-ty,CVC-CV,1.6752443793885232
souverain,suv°R1,souverain,NOM,s,5.33,1,su-v°-R1,CV-CV-CV,1.673369999727833
caresse,kaRes,caresse,NOM,s,5.32,1,ka-Res,CV-CVC,1.671492100169373
concession,k§sesj§,concession,NOM,s,5.31,1,k§-se-sj§,CV-CV-CYV,1.6696106674682338
tactique,taktik,tactique,NOM,s,5.31,1,tak-tik,CVC-CVC,1.6696106674682338
enceinte,@s1t,enceinte,NOM,s,5.3,1,@-s1t,V-CVC,1.6677256883046074
petite-fille,p°titfij,petite-fille,NOM,s,5.3,1,p°-tit-fij,CV-CVC-CVY,1.6677256883046074
pic,pik,pic,NOM,s,5.3,1,pik,CVC,1.6677256883046074
chimie,Simi,chimie,NOM,s,5.29,1,Si-mi,CV-CV,1.6658371492832198
dortoir,doRtwaR,dortoir,NOM,s,5.29,1,doR-twaR,CVC-CYVC,1.6658371492832198
scoop,skup,scoop,NOM,s,5.29,1,skup,CCVC,1.6658371492832198
battement,bat°m@,battement,NOM,s,5.28,1,ba-t°-m@,CV-CV-CV,1.6639450369327615
catholique,katolik,catholique,NOM,s,5.28,1,ka-to-lik,CV-CV-CVC,1.6639450369327615
opposition,opozisj§,opposition,NOM,s,5.28,1,o-po-zi-sj§,V-CV-CV-CYV,1.6639450369327615
pissou,pisu,pissou,NOM,s,5.28,1,pi-su,CV-CV,1.6639450369327615
torpille,toRpij,torpille,NOM,s,5.28,1,toR-pij,CVC-CVY,1.6639450369327615
verrou,veRu,verrou,NOM,s,5.28,1,ve-Ru,CV-CV,1.6639450369327615
idiotie,idjosi,idiotie,NOM,s,5.27,1,i-djo-si,V-CYV-CV,1.6620493377053098
protégé,pRoteZe,protégé,NOM,s,5.27,1,pRo-te-Ze,CCV-CV-CV,1.6620493377053098
cerise,s°Riz,cerise,NOM,s,5.26,1,s°-Riz,CV-CVC,1.6601500379757481
spécimen,spesimen,spécimen,NOM,s,5.26,1,spe-si-men,CCV-CV-CVC,1.6601500379757481
arc,aRk,arc,NOM,s,5.25,1,aRk,VCC,1.6582471240411765
cochonnerie,koSon°Ri,cochonnerie,NOM,s,5.25,1,ko-So-n°-Ri,CV-CV-CV-CV,1.6582471240411765
comparaison,k§paRez§,comparaison,NOM,s,5.25,1,k§-pa-Re-z§,CV-CV-CV-CV,1.6582471240411765
madone,madon,madone,NOM,s,5.25,1,ma-don,CV-CVC,1.6582471240411765
avortement,avoRt°m@,avortement,NOM,s,5.24,1,a-voR-t°-m@,V-CVC-CV-CV,1.6563405821203199
consigne,k§siN,consigne,NOM,s,5.24,1,k§-siN,CV-CVC,1.6563405821203199
conspiration,k§spiRasj§,conspiration,NOM,s,5.24,1,k§s-pi-Ra-sj§,CVC-CV-CV-CYV,1.6563405821203199
réacteur,Reakt2R,réacteur,NOM,s,5.24,1,Re-ak-t2R,CV-VC-CVC,1.6563405821203199
sorcellerie,soRsel°Ri,sorcellerie,NOM,s,5.24,1,soR-se-l°-Ri,CVC-CV-CV-CV,1.6563405821203199
traduction,tRadyksj§,traduction,NOM,s,5.24,1,tRa-dyk-sj§,CCV-CVC-CYV,1.6563405821203199
état-major,etamaZoR,état-major,NOM,s,5.24,1,e-ta-ma-ZoR,V-CV-CV-CVC,1.6563405821203199
inconvénient,1k§venj@,inconvénient,NOM,s,5.23,1,1-k§-ve-nj@,V-CV-CV-CYV,1.654430398352929
antibiotique,@tibjotik,antibiotique,NOM,s,5.22,1,@-ti-bjo-tik,V-CV-CYV-CVC,1.6525165587991753
branleur,bR@l2R,branleur,NOM,s,5.22,1,bR@-l2R,CCV-CVC,1.6525165587991753
relève,R°lev,relève,NOM,s,5.22,1,R°-lev,CV-CVC,1.6525165587991753
solo,solo,solo,NOM,s,5.22,1,so-lo,CV-CV,1.6525165587991753
bille,bij,bille,NOM,s,5.21,1,bij,CVY,1.6505990494390412
coopération,koopeRasj§,coopération,NOM,s,5.21,1,ko-o-pe-Ra-sj§,CV-V-CV-CV-CYV,1.6505990494390412
cordon,koRd§,cordon,NOM,s,5.21,1,koR-d§,CVC-CV,1.6505990494390412
pagaille,pagaj,pagaille,NOM,s,5.21,1,pa-gaj,CV-CVY,1.6505990494390412
soprano,sopRano,soprano,NOM,s,5.21,1,so-pRa-no,CV-CCV-CV,1.6505990494390412
brune,bRyn,brune,NOM,s,5.2,1,bRyn,CCVC,1.6486778561717035
chauve,Sov,chauve,NOM,s,5.2,1,Sov,CVC,1.6486778561717035
recommandation,R°kom@dasj§,recommandation,NOM,s,5.2,1,R°-ko-m@-da-sj§,CV-CV-CV-CV-CYV,1.6486778561717035
préservatif,pRezeRvatif,préservatif,NOM,s,5.19,1,pRe-zeR-va-tif,CCV-CVC-CV-CVC,1.6467529648149113
aviation,avjasj§,aviation,NOM,s,5.18,1,a-vja-sj§,V-CYV-CYV,1.6448243611043571
cardinal,kaRdinal,cardinal,NOM,s,5.18,1,kaR-di-nal,CVC-CV-CVC,1.6448243611043571
case,kaz,case,NOM,s,5.18,1,kaz,CVC,1.6448243611043571
crampe,kR@p,crampe,NOM,s,5.18,1,kR@p,CCVC,1.6448243611043571
trappe,tRap,trappe,NOM,s,5.18,1,tRap,CCVC,1.6448243611043571
cargo,kaRgo,cargo,NOM,s,5.17,1,kaR-go,CVC-CV,1.6428920306930446
cinquième,s1kjem,cinquième,NOM,s,5.17,1,s1-kjem,CV-CYVC,1.6428920306930446
comique,komik,comique,NOM,s,5.17,1,ko-mik,CV-CVC,1.6428920306930446
exigence,egziZ@s,exigence,NOM,s,5.17,1,eg-zi-Z@s,VC-CV-CVC,1.6428920306930446
poteau,poto,poteau,NOM,s,5.17,1,po-to,CV-CV,1.6428920306930446
trac,tRak,trac,NOM,s,5.17,1,tRak,CCVC,1.6428920306930446
voisinage,vwazinaZ,voisinage,NOM,s,5.17,1,vwa-zi-naZ,CYV-CV-CVC,1.6428920306930446
gémissement,Zemis°m@,gémissement,NOM,s,5.16,1,Ze-mi-s°-m@,CV-CV-CV-CV,1.6409559591506457
sortir,soRtiR,sortir,NOM,s,5.16,1,soR-tiR,CVC-CVC,1.6409559591506457
technicien,teknisj1,technicien,NOM,s,5.16,1,tek-ni-sj1,CVC-CV-CYV,1.6409559591506457
barbare,baRbaR,barbare,NOM,s,5.15,1,baR-baR,CVC-CVC,1.6390161319628562
chandelle,S@del,chandelle,NOM,s,5.15,1,S@-del,CV-CVC,1.6390161319628562
junkie,Z2nki,junkie,NOM,s,5.15,1,Z2n-ki,CVC-CV,1.6390161319628562
pépin,pep1,pépin,NOM,s,5.15,1,pe-p1,CV-CV,1.6390161319628562
brigand,bRig@,brigand,NOM,s,5.14,1,bRi-g@,CCV-CV,1.6370725345307409
écharpe,eSaRp,écharpe,NOM,s,5.14,1,e-SaRp,V-CVCC,1.6370725345307409
artère,aRteR,artère,NOM,s,5.13,1,aR-teR,VC-CVC,1.6351251521700765
audace,odas,audace,NOM,s,5.12,1,o-das,V-CVC,1.633173970110684
collaboration,kolaboRasj§,collaboration,NOM,s,5.12,1,ko-la-bo-Ra-sj§,CV-CV-CV-CV-CYV,1.633173970110684
reporter,R°poRteR,reporter,NOM,s,5.12,1,R°-poR-teR,CV-CVC-CVC,1.633173970110684
fondateur,f§dat2R,fondateur,NOM,s,5.11,1,f§-da-t2R,CV-CV-CVC,1.6312189734957578
implant,1pl@,implant,NOM,s,5.11,1,1-pl@,V-CCV,1.6312189734957578
marionnette,maRjonet,marionnette,NOM,s,5.11,1,ma-Rjo-net,CV-CYV-CVC,1.6312189734957578
overdose,ov2Rdoz,overdose,NOM,s,5.11,1,o-v2R-doz,V-CVC-CVC,1.6312189734957578
statistique,statistik,statistique,NOM,s,5.11,1,sta-tis-tik,CCV-CVC-CVC,1.6312189734957578
fléau,fleo,fléau,NOM,s,5.1,1,fle-o,CCV-V,1.629260147381186
parade,paRad,parade,NOM,s,5.1,1,pa-Rad,CV-CVC,1.629260147381186
pâtisserie,patis°Ri,pâtisserie,NOM,s,5.1,1,pa-ti-s°-Ri,CV-CV-CV-CV,1.629260147381186
gâchette,gaSet,gâchette,NOM,s,5.09,1,ga-Set,CV-CVC,1.6272974767348665
intellectuel,1telekt8el,intellectuel,NOM,s,5.09,1,1-te-lek-t8el,V-CV-CVC-CYVC,1.6272974767348665
lavage,lavaZ,lavage,NOM,s,5.09,1,la-vaZ,CV-CVC,1.6272974767348665
loisir,lwaziR,loisir,NOM,s,5.09,1,lwa-ziR,CYV-CVC,1.6272974767348665
précédent,pResed@,précédent,NOM,s,5.08,1,pRe-se-d@,CCV-CV-CV,1.6253309464360128
pudeur,pyd2R,pudeur,NOM,s,5.08,1,py-d2R,CV-CVC,1.6253309464360128
saloon,salun,saloon,NOM,s,5.08,1,sa-lun,CV-CVC,1.6253309464360128
bestiole,bestjol,bestiole,NOM,s,5.07,1,bes-tjol,CVC-CYVC,1.6233605412744567
brume,bRym,brume,NOM,s,5.07,1,bRym,CCVC,1.6233605412744567
étagère,etaZeR,étagère,NOM,s,5.06,1,e-ta-ZeR,V-CV-CVC,1.6213862459499413
ex-mari,eksmaRi,ex-mari,NOM,s,5.05,1,ek-sma-Ri,VC-CCV-CV,1.6194080450714097
labyrinthe,labiR1t,labyrinthe,NOM,s,5.05,1,la-bi-R1t,CV-CV-CVC,1.6194080450714097
embuscade,@byskad,embuscade,NOM,s,5.04,1,@-bys-kad,V-CVC-CVC,1.617425923156283
prudence,pRyd@s,prudence,NOM,s,5.04,1,pRy-d@s,CCV-CVC,1.617425923156283
bassin,bas1,bassin,NOM,s,5.03,1,ba-s1,CV-CV,1.6154398646297348
déplacement,deplas°m@,déplacement,NOM,s,5.03,1,de-pla-s°-m@,CV-CCV-CV-CV,1.6154398646297348
projecteur,pRoZekt2R,projecteur,NOM,s,5.02,1,pRo-Zek-t2R,CCV-CVC-CVC,1.613449853823956
ressemblance,R°s@bl@s,ressemblance,NOM,s,5.02,1,R°-s@-bl@s,CV-CV-CCVC,1.613449853823956
secte,sekt,secte,NOM,s,5.02,1,sekt,CVCC,1.613449853823956
sida,sida,sida,NOM,s,5.02,1,si-da,CV-CV,1.613449853823956
splendeur,spl@d2R,splendeur,NOM,s,5.02,1,spl@-d2R,CCCV-CVC,1.613449853823956
citation,sitasj§,citation,NOM,s,5.01,1,si-ta-sj§,CV-CV-CYV,1.611455874977414
communion,komynj§,communion,NOM,s,5.01,1,ko-my-nj§,CV-CV-CYV,1.611455874977414
hibou,ibu,hibou,NOM,s,5.01,1,i-bu,V-CV,1.611455874977414
louis,lwi,louis,NOM,s,5.01,1,lwi,CYV,1.611455874977414
allergie,aleRZi,allergie,NOM,s,5.0,1,a-leR-Zi,V-CVC-CV,1.609457912234103
bactérie,bakteRi,bactérie,NOM,s,5.0,1,bak-te-Ri,CVC-CV-CV,1.609457912234103
fouille,fuj,fouille,NOM,s,5.0,1,fuj,CVY,1.609457912234103
glacier,glasje,glacier,NOM,s,5.0,1,gla-sje,CCV-CYV,1.609457912234103
liqueur,lik2R,liqueur,NOM,s,5.0,1,li-k2R,CV-CVC,1.609457912234103
norme,noRm,norme,NOM,s,5.0,1,noRm,CVCC,1.609457912234103
politesse,polites,politesse,NOM,s,5.0,1,po-li-tes,CV-CV-CVC,1.609457912234103
relevé,R°l°ve,relevé,NOM,s,5.0,1,R°-l°-ve,CV-CV-CV,1.609457912234103
réservation,RezeRvasj§,réservation,NOM,s,4.99,1,Re-zeR-va-sj§,CV-CVC-CV-CYV,1.6074559496427878
traite,tRet,traite,NOM,s,4.99,1,tRet,CCVC,1.6074559496427878
brouhaha,bRuaa,brouhaha,NOM,s,4.98,1,bRu-a-a,CCV-V-V,1.6054499711562398
déguisement,degiz°m@,déguisement,NOM,s,4.98,1,de-gi-z°-m@,CV-CV-CV-CV,1.6054499711562398
manif,manif,manif,NOM,s,4.98,1,ma-nif,CV-CVC,1.6054499711562398
propagande,pRopag@d,propagande,NOM,s,4.98,1,pRo-pa-g@d,CCV-CV-CVC,1.6054499711562398
tablier,tablije,tablier,NOM,s,4.98,1,ta-bli-je,CV-CCV-YV,1.6054499711562398
chauffage,SofaZ,chauffage,NOM,s,4.96,1,So-faZ,CV-CVC,1.6014259018239225
emmerdeur,@meRd2R,emmerdeur,NOM,s,4.96,1,@-meR-d2R,V-CVC-CVC,1.6014259018239225
fugitif,fyZitif,fugitif,NOM,s,4.96,1,fy-Zi-tif,CV-CV-CVC,1.6014259018239225
homard,omaR,homard,NOM,s,4.96,1,o-maR,V-CVC,1.6014259018239225
pneumonie,pn2moni,pneumonie,NOM,s,4.96,1,pn2-mo-ni,CCV-CV-CV,1.6014259018239225
rassemblement,Ras@bl°m@,rassemblement,NOM,s,4.96,1,Ra-s@-bl°-m@,CV-CV-CCV-CV,1.6014259018239225
slogan,slog@,slogan,NOM,s,4.96,1,slo-g@,CCV-CV,1.6014259018239225
administrateur,administRat2R,administrateur,NOM,s,4.95,1,ad-mi-nis-tRa-t2R,VC-CV-CVC-CCV-CVC,1.5994077783967429
casserole,kas°Rol,casserole,NOM,s,4.95,1,ka-s°-Rol,CV-CV-CVC,1.5994077783967429
définition,definisj§,définition,NOM,s,4.95,1,de-fi-ni-sj§,CV-CV-CV-CYV,1.5994077783967429
pépé,pepe,pépé,NOM,s,4.95,1,pe-pe,CV-CV,1.5994077783967429
rédacteur,Redakt2R,rédacteur,NOM,s,4.95,1,Re-dak-t2R,CV-CVC-CVC,1.5994077783967429
sabot,sabo,sabot,NOM,s,4.95,1,sa-bo,CV-CV,1.5994077783967429
pignon,piN§,pignon,NOM,s,4.94,1,pi-N§,CV-CV,1.5973855739099259
salive,saliv,salive,NOM,s,4.94,1,sa-liv,CV-CVC,1.5973855739099259
soulagement,sulaZ°m@,soulagement,NOM,s,4.94,1,su-la-Z°-m@,CV-CV-CV-CV,1.5973855739099259
flacon,flak§,flacon,NOM,s,4.93,1,fla-k§,CCV-CV,1.5953592718245408
ravin,Rav1,ravin,NOM,s,4.93,1,Ra-v1,CV-CV,1.5953592718245408
souche,suS,souche,NOM,s,4.93,1,suS,CVC,1.5953592718245408
antiquité,@tikite,antiquité,NOM,s,4.92,1,@-ti-ki-te,V-CV-CV-CV,1.5933288555009146
coquille,kokij,coquille,NOM,s,4.92,1,ko-kij,CV-CVY,1.5933288555009146
divan,div@,divan,NOM,s,4.92,1,di-v@,CV-CV,1.5933288555009146
lever,l°ve,lever,NOM,s,4.92,1,l°-ve,CV-CV,1.5933288555009146
immigration,imigRasj§,immigration,NOM,s,4.91,1,i-mi-gRa-sj§,V-CV-CCV-CYV,1.5912943081978108
pion,pj§,pion,NOM,s,4.91,1,pj§,CYV,1.5912943081978108
handicapé,@dikape,handicapé,NOM,s,4.9,1,@-di-ka-pe,V-CV-CV-CV,1.5892556130716025
proverbe,pRoveRb,proverbe,NOM,s,4.9,1,pRo-veRb,CCV-CVCC,1.5892556130716025
smoking,smokiG,smoking,NOM,s,4.9,1,smo-kiG,CCV-CVC,1.5892556130716025
socialisme,sosjalizm,socialisme,NOM,s,4.9,1,so-sja-lizm,CV-CYV-CVCC,1.5892556130716025
marron,maR§,marron,NOM,s,4.89,1,ma-R§,CV-CV,1.5872127531754348
documentaire,dokym@teR,documentaire,NOM,s,4.88,1,do-ky-m@-teR,CV-CV-CV-CVC,1.5851657114583804
entrepreneur,@tR°pR°n2R,entrepreneur,NOM,s,4.88,1,@-tR°-pR°-n2R,V-CCV-CCV-CVC,1.5851657114583804
famine,famin,famine,NOM,s,4.88,1,fa-min,CV-CVC,1.5851657114583804
paroi,paRwa,paroi,NOM,s,4.88,1,pa-Rwa,CV-CYV,1.5851657114583804
vieillesse,vjejes,vieillesse,NOM,s,4.88,1,vje-jes,CYV-YVC,1.5851657114583804
apocalypse,apokalips,apocalypse,NOM,s,4.87,1,a-po-ka-lips,V-CV-CV-CVCC,1.5831144707645846
boulevard,bul°vaR,boulevard,NOM,s,4.87,1,bu-l°-vaR,CV-CV-CVC,1.5831144707645846
catalogue,katalog,catalogue,NOM,s,4.87,1,ka-ta-log,CV-CV-CVC,1.5831144707645846
météorite,meteoRit,météorite,NOM,s,4.87,1,me-te-o-Rit,CV-CV-V-CVC,1.5831144707645846
retrait,R°tRe,retrait,NOM,s,4.87,1,R°-tRe,CV-CCV,1.5831144707645846
rigueur,Rig2R,rigueur,NOM,s,4.87,1,Ri-g2R,CV-CVC,1.5831144707645846
mauviette,movjet,mauviette,NOM,s,4.86,1,mo-vjet,CV-CYVC,1.5810590138324039
monastère,monasteR,monastère,NOM,s,4.86,1,mo-nas-teR,CV-CVC-CVC,1.5810590138324039
moralité,moRalite,moralité,NOM,s,4.86,1,mo-Ra-li-te,CV-CV-CV-CV,1.5810590138324039
promo,pRomo,promo,NOM,s,4.86,1,pRo-mo,CCV-CV,1.5810590138324039
égratignure,egRatiNyR,égratignure,NOM,s,4.86,1,e-gRa-ti-NyR,V-CCV-CV-CVC,1.5810590138324039
palace,palas,palace,NOM,s,4.85,1,pa-las,CV-CVC,1.5789993232935333
roule,Rul,roule,NOM,s,4.85,1,Rul,CVC,1.5789993232935333
abandon,ab@d§,abandon,NOM,s,4.84,1,a-b@-d§,V-CV-CV,1.5769353816721263
baptême,batem,baptême,NOM,s,4.84,1,ba-tem,CV-CVC,1.5769353816721263
consolation,k§solasj§,consolation,NOM,s,4.84,1,k§-so-la-sj§,CV-CV-CV-CYV,1.5769353816721263
détonateur,detonat2R,détonateur,NOM,s,4.84,1,de-to-na-t2R,CV-CV-CV-CVC,1.5769353816721263
vipère,vipeR,vipère,NOM,s,4.84,1,vi-peR,CV-CVC,1.5769353816721263
lignée,liNe,lignée,NOM,s,4.83,1,li-Ne,CV-CV,1.5748671713839053
rabbi,Rabi,rabbi,NOM,s,4.83,1,Ra-bi,CV-CV,1.5748671713839053
sifflement,sifl°m@,sifflement,NOM,s,4.83,1,si-fl°-m@,CV-CCV-CV,1.5748671713839053
abonnement,abon°m@,abonnement,NOM,s,4.82,1,a-bo-n°-m@,V-CV-CV-CV,1.5727946747352621
cabaret,kabaRe,cabaret,NOM,s,4.82,1,ka-ba-Re,CV-CV-CV,1.5727946747352621
compteur,k§t2R,compteur,NOM,s,4.81,1,k§-t2R,CV-CVC,1.5707178739223502
coursier,kuRsje,coursier,NOM,s,4.81,1,kuR-sje,CVC-CYV,1.5707178739223502
homosexualité,omoseks8alite,homosexualité,NOM,s,4.81,1,o-mo-sek-s8a-li-te,V-CV-CVC-CYV-CV-CV,1.5707178739223502
interprète,1teRpRet,interprète,NOM,s,4.81,1,1-teR-pRet,V-CVC-CCVC,1.5707178739223502
motivation,motivasj§,motivation,NOM,s,4.81,1,mo-ti-va-sj§,CV-CV-CV-CYV,1.5707178739223502
puzzle,p2z2l,puzzle,NOM,s,4.81,1,p2-z2l,CV-CVC,1.5707178739223502
intrigue,1tRig,intrigue,NOM,s,4.8,1,1-tRig,V-CCVC,1.5686367510301675
paperasse,pap°Ras,paperasse,NOM,s,4.8,1,pa-p°-Ras,CV-CV-CVC,1.5686367510301675
poney,pone,poney,NOM,s,4.8,1,po-ne,CV-CV,1.5686367510301675
semence,s°m@s,semence,NOM,s,4.8,1,s°-m@s,CV-CVC,1.5686367510301675
parachute,paRaSyt,parachute,NOM,s,4.79,1,pa-Ra-Syt,CV-CV-CVC,1.5665512880316284
pelouse,p°luz,pelouse,NOM,s,4.79,1,p°-luz,CV-CVC,1.5665512880316284
préjugé,pReZyZe,préjugé,NOM,s,4.79,1,pRe-Zy-Ze,CCV-CV-CV,1.5665512880316284
titi,titi,titi,NOM,s,4.79,1,ti-ti,CV-CV,1.5665512880316284
pendule,p@dyl,pendule,NOM,s,4.78,1,p@-dyl,CV-CVC,1.5644614667866261
distribution,distRibysj§,distribution,NOM,s,4.77,1,dis-tRi-by-sj§,CVC-CCV-CV-CYV,1.5623672690410875
loser,loze,loser,NOM,s,4.77,1,lo-ze,CV-CV,1.5623672690410875
planning,planiG,planning,NOM,s,4.77,1,pla-niG,CCV-CVC,1.5623672690410875
sofa,sofa,sofa,NOM,s,4.77,1,so-fa,CV-CV,1.5623672690410875
bandage,b@daZ,bandage,NOM,s,4.76,1,b@-daZ,CV-CVC,1.5602686764260165
