ortho,phon,lemme,cgram,nombre,freqlemfilms2,islem,syll,cv-cv,logfreq
quartier,kaRtje,quartier,NOM,s,65.7,1,kaR-tje,CVC-CYV,4.185100447559422
dommage,domaZ,dommage,NOM,s,65.59,1,do-maZ,CV-CVC,4.183424769927138
cigarette,sigaRet,cigarette,NOM,s,65.57,1,si-ga-Ret,CV-CV-CVC,4.183119799362058
fil,fil,fil,NOM,s,64.92,1,fil,CVC,4.173157283002567
combat,k§ba,combat,NOM,s,64.83,1,k§-ba,CV-CV,4.171770001681473
morceau,moRso,morceau,NOM,s,64.78,1,moR-so,CVC-CV,4.170998457428315
église,egliz,église,NOM,s,64.75,1,e-gliz,V-CCVC,4.170535244979999
directeur,diRekt2R,directeur,NOM,s,64.71,1,di-Rek-t2R,CV-CVC-CVC,4.169917294424185
demande,d°m@d,demande,NOM,s,64.64,1,d°-m@d,CV-CVC,4.1688349612413464
bombe,b§b,bombe,NOM,s,64.39,1,b§b,CVC,4.164959894585072
passé,pase,passé,NOM,s,64.32,1,pa-se,CV-CV,4.16387217959587
espoir,espwaR,espoir,NOM,s,64.22,1,es-pwaR,VC-CYVC,4.162316245807462
tueur,t82R,tueur,NOM,s,64.06,1,t82R,CYVC,4.159821705216322
dimanche,dim@S,dimanche,NOM,s,63.98,1,di-m@S,CV-CVC,4.158572097508585
taxi,taksi,taxi,NOM,s,63.77,1,tak-si,CVC-CV,4.155284428461438
devoir,d°vwaR,devoir,NOM,s,63.59,1,d°-vwaR,CV-CYVC,4.152457797852384
cinéma,sinema,cinéma,NOM,s,63.49,1,si-ne-ma,CV-CV-CV,4.150883988232307
match,matS,match,NOM,s,63.48,1,matS,CVCC,4.150726470956275
souvenir,suv°niR,souvenir,NOM,s,63.24,1,su-v°-niR,CV-CV-CVC,4.146938593617693
information,1foRmasj§,information,NOM,s,63.2,1,1-foR-ma-sj§,V-CVC-CV-CYV,4.146305883430041
toilette,twalet,toilette,NOM,s,62.84,1,twa-let,CYV-CVC,4.140593404729248
note,not,note,NOM,s,62.82,1,not,CVC,4.1402750859589625
gouvernement,guveRn°m@,gouvernement,NOM,s,62.66,1,gu-veR-n°-m@,CV-CVC-CV-CV,4.137724881437231
monstre,m§stR,monstre,NOM,s,62.56,1,m§stR,CVCCC,4.136127694701251
contraire,k§tReR,contraire,NOM,s,62.13,1,k§-tReR,CV-CCVC,4.129230573602715
montagne,m§taN,montagne,NOM,s,62.01,1,m§-taN,CV-CVC,4.127297275003609
solution,solysj§,solution,NOM,s,61.96,1,so-ly-sj§,CV-CV-CYV,4.126490629491846
opération,opeRasj§,opération,NOM,s,61.94,1,o-pe-Ra-sj§,V-CV-CV-CYV,4.126167789009365
occasion,okazj§,occasion,NOM,s,61.89,1,o-ka-zj§,V-CV-CYV,4.125360231519879
position,pozisj§,position,NOM,s,61.74,1,po-zi-sj§,CV-CV-CYV,4.122933638768199
patient,pasj@,patient,NOM,s,61.69,1,pa-sj@,CV-CYV,4.1221234642285
excuse,ekskyz,excuse,NOM,s,61.58,1,ek-skyz,VC-CCVC,4.120338766398901
vêtement,vet°m@,vêtement,NOM,s,61.48,1,ve-t°-m@,CV-CV-CV,4.11871354521429
regard,R°gaR,regard,NOM,s,61.35,1,R°-gaR,CV-CVC,4.116596801147442
planète,planet,planète,NOM,s,61.11,1,pla-net,CCV-CVC,4.112677155298874
mensonge,m@s§Z,mensonge,NOM,s,61.05,1,m@-s§Z,CV-CVC,4.1116948385570105
lune,lyn,lune,NOM,s,61.02,1,lyn,CVC,4.111203318094129
démon,dem§,démon,NOM,s,61.0,1,de-m§,CV-CV,4.11087550351623
mémoire,memwaR,mémoire,NOM,s,60.87,1,me-mwaR,CV-CYVC,4.108742085349892
magasin,magaz1,magasin,NOM,s,60.62,1,ma-ga-z1,CV-CV-CV,4.104626521248884
jardin,ZaRd1,jardin,NOM,s,60.21,1,ZaR-d1,CVC-CV,4.097840112328656
nature,natyR,nature,NOM,s,60.2,1,na-tyR,CV-CVC,4.097674013442964
trace,tRas,trace,NOM,s,60.18,1,tRas,CCVC,4.09734173288214
félicitation,felisitasj§,félicitation,NOM,s,60.08,1,fe-li-si-ta-sj§,CV-CV-CV-CV-CYV,4.095678671901897
attaque,atak,attaque,NOM,s,59.92,1,a-tak,V-CVC,4.093012008099428
résultat,Rezylta,résultat,NOM,s,59.47,1,Re-zyl-ta,CV-CVC-CV,4.085473665237183
camion,kamj§,camion,NOM,s,59.46,1,ka-mj§,CV-CYV,4.08530549937143
bonne,bon,bonne,NOM,s,59.44,1,bon,CVC,4.084969082776864
étranger,etR@Ze,étranger,NOM,s,59.32,1,e-tR@-Ze,V-CCV-CV,4.082948203040394
base,baz,base,NOM,s,59.22,1,baz,CVC,4.08126101129073
reine,Ren,reine,NOM,s,59.05,1,Ren,CVC,4.078386236122039
drogue,dRog,drogue,NOM,s,58.76,1,dRog,CCVC,4.073463053142214
droite,dRwat,droite,NOM,s,58.7,1,dRwat,CCYVC,4.072441430410112
couteau,kuto,couteau,NOM,s,58.15,1,ku-to,CV-CV,4.06302759865365
enquête,@ket,enquête,NOM,s,57.98,1,@-ket,V-CVC,4.060099848224689
pensée,p@se,pensée,NOM,s,57.87,1,p@-se,CV-CV,4.058200843595314
importance,1poRt@s,importance,NOM,s,57.32,1,1-poR-t@s,V-CVC-CVC,4.048651347550215
bouteille,butej,bouteille,NOM,s,57.24,1,bu-tej,CV-CVY,4.047254701716773
centre,s@tR,centre,NOM,s,57.0,1,s@tR,CVCC,4.0430530222189764
malheur,mal2R,malheur,NOM,s,56.89,1,ma-l2R,CV-CVC,4.041121336539179
miracle,miRakl,miracle,NOM,s,56.89,1,mi-Rakl,CV-CVCC,4.041121336539179
réunion,Reynj§,réunion,NOM,s,56.82,1,Re-y-nj§,CV-V-CYV,4.039890136368175
acte,akt,acte,NOM,s,56.81,1,akt,VCC,4.039714126820963
faîte,fet,faîte,NOM,s,56.42,1,fet,CVC,4.0328254779934065
caméra,kameRa,caméra,NOM,s,56.18,1,ka-me-Ra,CV-CV-CV,4.028562601667393
membre,m@bR,membre,NOM,s,56.06,1,m@bR,CVCC,4.02642432953812
voie,vwa,voie,NOM,s,56.06,1,vwa,CYV,4.02642432953812
voisin,vwaz1,voisin,NOM,s,56.0,1,vwa-z1,CYV-CV,4.02535347644784
différence,difeR@s,différence,NOM,s,55.88,1,di-fe-R@s,CV-CV-CVC,4.023208323936194
détail,detaj,détail,NOM,s,55.78,1,de-taj,CV-CVY,4.021417174954997
pardon,paRd§,pardon,NOM,s,55.62,1,paR-d§,CVC-CV,4.018544646718622
test,test,test,NOM,s,55.38,1,test,CVCC,4.0142203234472165
assassin,asas1,assassin,NOM,s,55.37,1,a-sa-s1,V-CV-CV,4.014039736865392
officier,ofisje,officier,NOM,s,55.35,1,o-fi-sje,V-CV-CYV,4.013678465837748
gâteau,gato,gâteau,NOM,s,55.19,1,ga-to,CV-CV,4.010783589372218
spectacle,spektakl,spectacle,NOM,s,55.19,1,spek-takl,CCVC-CVCC,4.010783589372218
métier,metje,métier,NOM,s,55.03,1,me-tje,CV-CYV,4.007880308260639
chapeau,Sapo,chapeau,NOM,s,54.91,1,Sa-po,CV-CV,4.005697302451024
respect,Respe,respect,NOM,s,54.78,1,Res-pe,CVC-CV,4.003326989317019
jeune,Z2n,jeune,NOM,s,54.68,1,Z2n,CVC,4.001499840676315
sous-titrage,sutitRaZ,sous-titrage,NOM,s,54.64,1,su-ti-tRaZ,CV-CV-CCVC,4.000768045421914
étoile,etwal,étoile,NOM,s,54.63,1,e-twal,V-CYVC,4.0005850129020155
genou,Z°nu,genou,NOM,s,54.24,1,Z°-nu,CV-CV,3.9934204872882577
sorcier,soRsje,sorcier,NOM,s,54.09,1,soR-sje,CVC-CYV,3.990651174652194
foi,fwa,foi,NOM,s,54.06,1,fwa,CYV,3.9900963906431133
zone,zon,zone,NOM,s,53.94,1,zon,CVC,3.9878741716216193
dire,diR,dire,NOM,s,53.88,1,diR,CVC,3.9867612075166847
réalité,Realite,réalité,NOM,s,53.77,1,Re-a-li-te,CV-V-CV-CV,3.9847175505929653
marche,maRS,marche,NOM,s,53.17,1,maRS,CVCC,3.9734962082743057
destin,dest1,destin,NOM,s,53.03,1,des-t1,CVC-CV,3.970859676872322
urgence,yRZ@s,urgence,NOM,s,53.03,1,yR-Z@s,VC-CVC,3.970859676872322
terrain,teR1,terrain,NOM,s,52.58,1,te-R1,CV-CV,3.9623377211637534
folie,foli,folie,NOM,s,52.39,1,fo-li,CV-CV,3.9587176421795207
baiser,beze,baiser,NOM,s,52.17,1,be-ze,CV-CV,3.954509533842892
arrière,aRjeR,arrière,NOM,s,52.15,1,a-RjeR,V-CYVC,3.9541260989904847
sexe,seks,sexe,NOM,s,52.09,1,seks,CVCC,3.952974911509529
piste,pist,piste,NOM,s,51.77,1,pist,CVCC,3.9468127625325744
prêtre,pRetR,prêtre,NOM,s,51.69,1,pRetR,CCVCC,3.9452662738162525
usine,yzin,usine,NOM,s,51.59,1,y-zin,V-CVC,3.9433297936148275
appareil,apaRej,appareil,NOM,s,51.53,1,a-pa-Rej,V-CV-CVY,3.9421661029553663
fiancé,fj@se,fiancé,NOM,s,51.51,1,fj@-se,CYV-CV,3.941777904946217
costume,kostym,costume,NOM,s,51.42,1,kos-tym,CVC-CVC,3.940029146604425
déjeuner,deZ2ne,déjeuner,NOM,s,51.34,1,de-Z2-ne,CV-CV-CV,3.9384721232400848
code,kod,code,NOM,s,51.27,1,kod,CVC,3.937107736252065
danse,d@s,danse,NOM,s,51.23,1,d@s,CVC,3.936327249930467
campagne,k@paN,campagne,NOM,s,51.12,1,k@-paN,CV-CVC,3.9341777662489
valise,valiz,valise,NOM,s,50.99,1,va-liz,CV-CVC,3.931631496233998
justice,Zystis,justice,NOM,s,50.96,1,Zys-tis,CVC-CVC,3.9310429735853734
défense,def@s,défense,NOM,s,50.94,1,de-f@s,CV-CVC,3.93065043264322
arrêt,aRe,arrêt,NOM,s,50.88,1,a-Re,V-CV,3.9294718844387404
niveau,nivo,niveau,NOM,s,50.7,1,ni-vo,CV-CV,3.9259278829817803
demain,d°m1,demain,NOM,s,50.4,1,d°-m1,CV-CV,3.9199931592023387
crise,kRiz,crise,NOM,s,50.15,1,kRiz,CCVC,3.9150205084239027
tableau,tablo,tableau,NOM,s,50.11,1,ta-blo,CV-CCV,3.914222584579301
restaurant,RestoR@,restaurant,NOM,s,50.04,1,Res-to-R@,CVC-CV-CV,3.9128246839979925
trésor,tRezoR,trésor,NOM,s,49.92,1,tRe-zoR,CCV-CVC,3.9104237272642943
tombe,t§b,tombe,NOM,s,49.67,1,t§b,CVC,3.9054031424049316
poche,poS,poche,NOM,s,49.65,1,poS,CVC,3.9050004045878444
couple,kupl,couple,NOM,s,49.62,1,kupl,CVCC,3.904395993578029
odeur,od2R,odeur,NOM,s,49.57,1,o-d2R,V-CVC,3.9033878293796507
souci,susi,souci,NOM,s,49.47,1,su-si,CV-CV,3.901368446664702
programme,pRogRam,programme,NOM,s,49.11,1,pRo-gRam,CCV-CCVC,3.894064716294244
allemand,al°m@,allemand,NOM,s,49.08,1,a-l°-m@,V-CV-CV,3.8934536573304475
toit,twa,toit,NOM,s,49.01,1,twa,CYV,3.8920263993192927
fusil,fyzi,fusil,NOM,s,48.61,1,fy-zi,CV-CV,3.883831328245127
montre,m§tR,montre,NOM,s,48.4,1,m§tR,CVCC,3.879501879836154
fantôme,f@tom,fantôme,NOM,s,48.23,1,f@-tom,CV-CVC,3.8759833074770307
plage,plaZ,plage,NOM,s,48.19,1,plaZ,CCVC,3.8751536057694076
entrée,@tRe,entrée,NOM,s,48.08,1,@-tRe,V-CCV,3.8728683700916777
mine,min,mine,NOM,s,48.08,1,min,CVC,3.8728683700916777
hasard,azaR,hasard,NOM,s,48.07,1,a-zaR,V-CVC,3.872660362203269
chasse,Sas,chasse,NOM,s,47.99,1,Sas,CVC,3.8709947396354347
sortie,soRti,sortie,NOM,s,47.81,1,soR-ti,CVC-CV,3.867236914248458
examen,egzam1,examen,NOM,s,47.77,1,eg-za-m1,VC-CV-CV,3.8663999207637154
cadavre,kadavR,cadavre,NOM,s,47.75,1,ka-davR,CV-CVCC,3.8659811611653843
vache,vaS,vache,NOM,s,47.71,1,vaS,CVC,3.8651431155224656
passe,pas,passe,NOM,s,47.58,1,pas,CVC,3.8624146065960163
pire,piR,pire,NOM,s,47.19,1,piR,CVC,3.854184124829079
volonté,vol§te,volonté,NOM,s,47.08,1,vo-l§-te,CV-CV-CV,3.8518504064340005
public,pyblik,public,NOM,s,46.97,1,py-blik,CV-CCVC,3.84951122905516
ventre,v@tR,ventre,NOM,s,46.91,1,v@tR,CVCC,3.8482330040797272
blanc,bl@,blanc,NOM,s,46.88,1,bl@,CCV,3.847593278372284
condition,k§disj§,condition,NOM,s,46.73,1,k§-di-sj§,CV-CV-CYV,3.8443884966629662
parti,paRti,parti,NOM,s,46.59,1,paR-ti,CVC-CV,3.841388072209746
samedi,sam°di,samedi,NOM,s,46.53,1,sa-m°-di,CV-CV-CV,3.840099415005333
étage,etaZ,étage,NOM,s,46.45,1,e-taZ,V-CVC,3.83837861811006
source,suRs,source,NOM,s,46.44,1,suRs,CVCC,3.838163310143479
horreur,oR2R,horreur,NOM,s,46.19,1,o-R2R,V-CVC,3.8327654894109435
pluie,pl8i,pluie,NOM,s,46.1,1,pl8i,CCYV,3.830815119197647
objet,obZe,objet,NOM,s,45.94,1,ob-Ze,VC-CV,3.8273383740108686
presse,pRes,presse,NOM,s,45.77,1,pRes,CCVC,3.823631039500394
siècle,sjekl,siècle,NOM,s,45.77,1,sjekl,CYVCC,3.823631039500394
larme,laRm,larme,NOM,s,45.71,1,laRm,CVCC,3.8223192800463575
mlle,madmwazel,mlle,NOM,s,45.69,1,mad-mwa-zel,CVC-CYV-CVC,3.821881644235512
américain,ameRik1,américain,NOM,s,45.64,1,a-me-Ri-k1,V-CV-CV-CV,3.820786716051948
cri,kRi,cri,NOM,s,45.58,1,kRi,CCV,3.819471217759844
conscience,k§sj@s,conscience,NOM,s,45.53,1,k§-sj@s,CV-CYVC,3.818373645698331
valeur,val2R,valeur,NOM,s,45.4,1,va-l2R,CV-CVC,3.8155143076880482
désir,deziR,désir,NOM,s,45.35,1,de-ziR,CV-CVC,3.814412381630379
juif,Z8if,juif,NOM,s,45.32,1,Z8if,CYVC,3.813750642688704
direction,diReksj§,direction,NOM,s,45.06,1,di-Rek-sj§,CV-CVC-CYV,3.8079971542648408
présence,pRez@s,présence,NOM,s,45.03,1,pRe-z@s,CCV-CVC,3.807331155052742
paquet,pake,paquet,NOM,s,44.96,1,pa-ke,CV-CV,3.8057754297822504
nourriture,nuRityR,nourriture,NOM,s,44.86,1,nu-Ri-tyR,CV-CV-CVC,3.8035487582469565
sort,soR,sort,NOM,s,44.8,1,soR,CVC,3.8022103715613054
passage,pasaZ,passage,NOM,s,44.73,1,pa-saZ,CV-CVC,3.8006466530782963
sommeil,somej,sommeil,NOM,s,44.53,1,so-mej,CV-CVY,3.7961653650081613
week-end,wikend,week-end,NOM,s,44.51,1,wi-kend,YV-CVCC,3.7957161297113773
stop,stop,stop,NOM,s,44.5,1,stop,CCVC,3.795491436360681
flingue,fl1g,flingue,NOM,s,44.48,1,fl1g,CCVC,3.7950418981412386
article,aRtikl,article,NOM,s,44.45,1,aR-tikl,VC-CVCC,3.7943672116761684
adieu,adj2,adieu,NOM,s,44.44,1,a-dj2,V-CYV,3.79414221499392
viande,vj@d,viande,NOM,s,44.43,1,vj@d,CYVC,3.793917167676772
étude,etyd,étude,NOM,s,44.22,1,e-tyd,V-CVC,3.789179436846915
talent,tal@,talent,NOM,s,44.17,1,ta-l@,CV-CV,3.788048089585949
espace,espas,espace,NOM,s,43.87,1,es-pas,VC-CVC,3.7812329946375716
château,Sato,château,NOM,s,43.68,1,Sa-to,CV-CV,3.7768926208113185
chemise,S°miz,chemise,NOM,s,43.66,1,S°-miz,CV-CVC,3.776434641545194
unité,ynite,unité,NOM,s,43.46,1,y-ni-te,V-CV-CV,3.771843275792042
majesté,maZeste,majesté,NOM,s,43.43,1,ma-Zes-te,CV-CVC-CV,3.7711527490999166
imbécile,1besil,imbécile,NOM,s,43.42,1,1-be-sil,V-CV-CVC,3.7709224675336293
commissaire,komiseR,commissaire,NOM,s,43.39,1,ko-mi-seR,CV-CV-CVC,3.770231304486101
taille,taj,taille,NOM,s,43.17,1,taj,CVY,3.7651481259881456
connaissance,kones@s,connaissance,NOM,s,43.08,1,ko-ne-s@s,CV-CV-CVC,3.7630611735482606
énergie,eneRZi,énergie,NOM,s,43.06,1,e-neR-Zi,V-CVC-CV,3.76259681427444
cellule,selyl,cellule,NOM,s,42.98,1,se-lyl,CV-CVC,3.760737217875222
effort,efoR,effort,NOM,s,42.7,1,e-foR,V-CVC,3.7542012621522116
conversation,k§veRsasj§,conversation,NOM,s,42.17,1,k§-veR-sa-sj§,CV-CVC-CV-CYV,3.7417114391097
gare,gaR,gare,NOM,s,42.15,1,gaR,CVC,3.741237056924291
empreinte,@pR1t,empreinte,NOM,s,42.06,1,@-pR1t,V-CCVC,3.7390995478276
oeuvre,2vR,oeuvre,NOM,s,41.96,1,2vR,VCC,3.736719166747373
médicament,medikam@,médicament,NOM,s,41.82,1,me-di-ka-m@,CV-CV-CV-CV,3.7333770851980113
blessure,blesyR,blessure,NOM,s,41.81,1,ble-syR,CCV-CVC,3.7331379371379168
théâtre,teatR,théâtre,NOM,s,41.49,1,te-atR,CV-VCC,3.725454844561202
leçon,l°s§,leçon,NOM,s,41.48,1,l°-s§,CV-CV,3.7252137941588064
violence,vjol@s,violence,NOM,s,41.45,1,vjo-l@s,CYV-CVC,3.7244902941236293
ministre,ministR,ministre,NOM,s,41.41,1,mi-nistR,CV-CVCCC,3.723524812430194
titre,titR,titre,NOM,s,41.35,1,titR,CVCC,3.722074839846462
alcool,alkol,alcool,NOM,s,41.3,1,al-kol,VC-CVC,3.720864921271562
poulet,pule,poulet,NOM,s,41.25,1,pu-le,CV-CV,3.719653537020176
malade,malad,malade,NOM,s,41.24,1,ma-lad,CV-CVC,3.7194110839760812
péché,peSe,péché,NOM,s,41.22,1,pe-Se,CV-CV,3.718926001466163
invité,1vite,invité,NOM,s,41.19,1,1-vi-te,V-CV-CV,3.718197936218774
porc,poR,porc,NOM,s,41.07,1,poR,CVC,3.715280362832803
front,fR§,front,NOM,s,41.03,1,fR§,CCV,3.714305943692168
com,kom,com,NOM,s,40.9,1,kom,CVC,3.711132508033542
artiste,aRtist,artiste,NOM,s,40.78,1,aR-tist,VC-CVCC,3.708194217325745
geste,Zest,geste,NOM,s,40.78,1,Zest,CVCC,3.708194217325745
université,yniveRsite,université,NOM,s,40.64,1,y-ni-veR-si-te,V-CV-CVC-CV-CV,3.7047552638971206
chauffeur,Sof2R,chauffeur,NOM,s,40.59,1,So-f2R,CV-CVC,3.703524194508772
mouvement,muv°m@,mouvement,NOM,s,40.33,1,mu-v°-m@,CV-CV-CV,3.6970980884259665
nombre,n§bR,nombre,NOM,s,40.16,1,n§bR,CVCC,3.692873965420214
vitesse,vites,vitesse,NOM,s,40.12,1,vi-tes,CV-CVC,3.6918774556130614
chaise,Sez,chaise,NOM,s,40.02,1,Sez,CVC,3.68938182790309
manteau,m@to,manteau,NOM,s,39.97,1,m@-to,CV-CV,3.68813167459651
naissance,nes@s,naissance,NOM,s,39.72,1,ne-s@s,CV-CVC,3.6818573567971664
signal,siNal,signal,NOM,s,39.61,1,si-Nal,CV-CVC,3.679084136245635
nana,nana,nana,NOM,s,39.57,1,na-na,CV-CV,3.6780737825611856
enfoiré,@fwaRe,enfoiré,NOM,s,39.56,1,@-fwa-Re,V-CYV-CV,3.677821034557181
infirmier,1fiRmje,infirmier,NOM,s,39.56,1,1-fiR-mje,V-CVC-CYV,3.677821034557181
français,fR@se,français,NOM,s,39.49,1,fR@-se,CCV-CV,3.6760500075820066
fruit,fR8i,fruit,NOM,s,39.45,1,fR8i,CCYV,3.6750365821429165
retraite,R°tRet,retraite,NOM,s,39.45,1,R°-tRet,CV-CCVC,3.6750365821429165
page,paZ,page,NOM,s,39.41,1,paZ,CVC,3.674022128630742
coffre,kofR,coffre,NOM,s,39.35,1,kofR,CVCC,3.6724985161562445
neige,neZ,neige,NOM,s,39.34,1,neZ,CVC,3.672244354899726
star,staR,star,NOM,s,39.34,1,staR,CCVC,3.672244354899726
poil,pwal,poil,NOM,s,39.33,1,pwal,CYVC,3.6719901290288406
bêtise,betiz,bêtise,NOM,s,39.31,1,be-tiz,CV-CVC,3.671481483312497
lapin,lap1,lapin,NOM,s,39.28,1,la-p1,CV-CV,3.670718029307872
salon,sal§,salon,NOM,s,39.24,1,sa-l§,CV-CV,3.6696991831138948
chaleur,Sal2R,chaleur,NOM,s,39.13,1,Sa-l2R,CV-CVC,3.6668919918030065
hiver,iveR,hiver,NOM,s,38.96,1,i-veR,V-CVC,3.662538045506153
collègue,koleg,collègue,NOM,s,38.93,1,ko-leg,CV-CVC,3.66176773033214
rire,RiR,rire,NOM,s,38.88,1,RiR,CVC,3.6604825516053916
chaîne,Sen,chaîne,NOM,s,38.8,1,Sen,CVC,3.658422823945494
couille,kuj,couille,NOM,s,38.8,1,kuj,CVY,3.658422823945494
corde,koRd,corde,NOM,s,38.57,1,koRd,CVCC,3.6524773649053937
politique,politik,politique,NOM,s,38.38,1,po-li-tik,CV-CV-CVC,3.64753909609987
étudiant,etydj@,étudiant,NOM,s,38.07,1,e-ty-dj@,V-CV-CYV,3.6394291971311716
prisonnier,pRizonje,prisonnier,NOM,s,38.06,1,pRi-zo-nje,CCV-CV-CYV,3.639166489294925
caisse,kes,caisse,NOM,s,38.03,1,kes,CVC,3.638377951439735
génie,Zeni,génie,NOM,s,38.01,1,Ze-ni,CV-CV,3.6378519138843055
tribunal,tRibynal,tribunal,NOM,s,37.98,1,tRi-by-nal,CCV-CV-CVC,3.637062338345392
millier,milje,millier,NOM,s,37.94,1,mi-lje,CV-CYV,3.636008600244038
lèvre,levR,lèvre,NOM,s,37.91,1,levR,CVCC,3.6352175673511953
prof,pRof,prof,NOM,s,37.82,1,pRof,CCVC,3.6328407073304647
perte,peRt,perte,NOM,s,37.8,1,peRt,CVCC,3.632311748124688
veste,vest,veste,NOM,s,37.72,1,vest,CVCC,3.6301931088752104
changement,S@Z°m@,changement,NOM,s,37.7,1,S@-Z°-m@,CV-CV-CV,3.6296627469703413
pilote,pilot,pilote,NOM,s,37.69,1,pi-lot,CV-CVC,3.629397460499191
terme,teRm,terme,NOM,s,37.67,1,teRm,CVCC,3.62886667633276
vrai,vRe,vrai,NOM,s,37.58,1,vRe,CCV,3.626474654971667
pantalon,p@tal§,pantalon,NOM,s,37.55,1,p@-ta-l§,CV-CV-CV,3.625676041322443
esclave,esklav,esclave,NOM,s,37.52,1,es-klav,VC-CCVC,3.624876789379675
responsabilité,Resp§sabilite,responsabilité,NOM,s,37.46,1,Res-p§-sa-bi-li-te,CVC-CV-CV-CV-CV-CV,3.623276366526528
savoir,savwaR,savoir,NOM,s,37.32,1,sa-vwaR,CV-CYVC,3.619532055503956
pression,pResj§,pression,NOM,s,37.28,1,pRe-sj§,CCV-CYV,3.6184596722172264
propriétaire,pRopRijeteR,propriétaire,NOM,s,37.27,1,pRo-pRi-je-teR,CCV-CCV-YV-CVC,3.618191396610723
ordinateur,oRdinat2R,ordinateur,NOM,s,37.15,1,oR-di-na-t2R,VC-CV-CV-CVC,3.6149664629501856
rouge,RuZ,rouge,NOM,s,37.14,1,RuZ,CVC,3.614697248435744
marié,maRje,marié,NOM,s,37.11,1,ma-Rje,CV-CYV,3.6138891697603333
fer,feR,fer,NOM,s,37.08,1,feR,CVC,3.613080437565647
chair,SeR,chair,NOM,s,37.07,1,SeR,CVC,3.6128107147581394
cauchemar,koS°maR,cauchemar,NOM,s,36.94,1,ko-S°-maR,CV-CV-CVC,3.609297681860012
lundi,l1di,lundi,NOM,s,36.94,1,l1-di,CV-CV,3.609297681860012
élève,elev,élève,NOM,s,36.84,1,e-lev,V-CVC,3.6065869258242476
amitié,amitje,amitié,NOM,s,36.69,1,a-mi-tje,V-CV-CYV,3.6025069639017704
faveur,fav2R,faveur,NOM,s,36.65,1,fa-v2R,CV-CVC,3.6014161568418985
menteur,m@t2R,menteur,NOM,s,36.64,1,m@-t2R,CV-CVC,3.6011432690598473
carrière,kaRjeR,carrière,NOM,s,36.54,1,ka-RjeR,CV-CYVC,3.5984102876729906
série,seRi,série,NOM,s,36.53,1,se-Ri,CV-CV,3.5981365782794916
fesse,fes,fesse,NOM,s,36.32,1,fes,CVC,3.5923713070332672
sourire,suRiR,sourire,NOM,s,36.08,1,su-RiR,CV-CVC,3.5857414668092074
douche,duS,douche,NOM,s,36.06,1,duS,CVC,3.5851869909271774
lien,lj1,lien,NOM,s,35.89,1,lj1,CYV,3.5804614914470805
rencontre,R@k§tR,rencontre,NOM,s,35.68,1,R@-k§tR,CV-CVCC,3.5745931103984643
criminel,kRiminel,criminel,NOM,s,35.62,1,kRi-mi-nel,CCV-CV-CVC,3.5729100852691413
vélo,velo,vélo,NOM,s,35.58,1,ve-lo,CV-CV,3.571786492801474
singe,s1Z,singe,NOM,s,35.48,1,s1Z,CVC,3.5689719759266967
vision,vizj§,vision,NOM,s,35.48,1,vi-zj§,CV-CYV,3.5689719759266967
russe,Rys,russe,NOM,s,35.44,1,Rys,CVC,3.567843947403328
journaliste,ZuRnalist,journaliste,NOM,s,35.29,1,ZuR-na-list,CVC-CV-CVCC,3.5636024713470915
gloire,glwaR,gloire,NOM,s,35.27,1,glwaR,CCYVC,3.5630355795147097
somme,som,somme,NOM,s,35.25,1,som,CVC,3.5624683661336864
créature,kReatyR,créature,NOM,s,35.22,1,kRe-a-tyR,CCV-V-CVC,3.561616942359884
champion,S@pj§,champion,NOM,s,35.02,1,S@-pj§,CV-CYV,3.5559221823647653
victoire,viktwaR,victoire,NOM,s,34.96,1,vik-twaR,CVC-CYVC,3.554207411195143
chasseur,Sas2R,chasseur,NOM,s,34.92,1,Sa-s2R,CV-CVC,3.553062594655732
pistolet,pistole,pistolet,NOM,s,34.92,1,pis-to-le,CVC-CV-CV,3.553062594655732
herbe,eRb,herbe,NOM,s,34.81,1,eRb,VCC,3.5499075745569404
bouge,buZ,bouge,NOM,s,34.79,1,buZ,CVC,3.549332863548912
identité,id@tite,identité,NOM,s,34.78,1,i-d@-ti-te,V-CV-CV-CV,3.549045384137645
gaffe,gaf,gaffe,NOM,s,34.68,1,gaf,CVC,3.5461660354145277
grâce,gRas,grâce,NOM,s,34.59,1,gRas,CCVC,3.5435675139538607
offre,ofR,offre,NOM,s,34.55,1,ofR,VCC,3.5424104445654963
frontière,fR§tjeR,frontière,NOM,s,34.54,1,fR§-tjeR,CCV-CYVC,3.5421209679083194
couverture,kuveRtyR,couverture,NOM,s,34.39,1,ku-veR-tyR,CV-CVC-CVC,3.5377687322619886
policier,polisje,policier,NOM,s,34.15,1,po-li-sje,CV-CV-CYV,3.5307655142701986
tard,taR,tard,NOM,s,34.1,1,taR,CVC,3.529300316836491
impossible,1posibl,impossible,NOM,s,34.06,1,1-po-sibl,V-CV-CVCC,3.528126611225535
opinion,opinj§,opinion,NOM,s,33.89,1,o-pi-nj§,V-CV-CYV,3.523122936337534
passion,pasj§,passion,NOM,s,33.78,1,pa-sj§,CV-CYV,3.5198718717068296
puissance,p8is@s,puissance,NOM,s,33.69,1,p8i-s@s,CYV-CVC,3.51720402565389
moteur,mot2R,moteur,NOM,s,33.63,1,mo-t2R,CV-CVC,3.515421499283291
fortune,foRtyn,fortune,NOM,s,33.62,1,foR-tyn,CVC-CVC,3.515124102396034
